current;S;L(cat);N;L (mm);W (mm);A (mm);H (mm);H(>5mm);CSF (LxW);CSF (A);CSF(>5mm);CSF(LxW+5mm));D;category;PT;
Center North Atlantic Gyre;25;1mm (FS rest);3788;2,046;1,404;2,124;0,963;;0,56844993;0,661075908;;0,56844993;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3789;1,632;1,228;1,416;0,924;;0,65270557;0,776506244;;0,65270557;0,875;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3790;2,221;1,566;2,378;1,104;;0,592058743;0,716026394;;0,592058743;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3791;1,832;1,256;1,708;0,861;;0,567670407;0,658885388;;0,567670407;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3792;2,248;1,404;2,301;0,877;;0,493578463;0,578068892;;0,493578463;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3793;2,236;1,332;2,408;0,793;;0,459778478;0,511338401;;0,459778478;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3794;1,894;1,237;1,624;0,808;;0,527818475;0,63396665;;0,527818475;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3795;1,865;1,427;1,924;1,092;;0,669295192;0,787166451;;0,669295192;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3796;1,883;1,659;2,17;1,462;;0,826978272;0,992230529;;0,826978272;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3797;2,472;1,502;2,816;0,913;;0,473622362;0,543844917;;0,473622362;0,875;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3798;2,562;1,9;3,555;1,409;;0,638648231;0,747322872;;0,638648231;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3799;1,979;1,053;1,593;0,56;;0,388127009;0,443918312;;0,388127009;0,875;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3800;1,832;1,14;1,67;0,709;;0,490872919;0,548941415;;0,490872919;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3801;2,004;1,491;2,262;1,109;;0,641755929;0,73758363;;0,641755929;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3802;2,142;1,427;2,047;0,951;;0,543759378;0,664461096;;0,543759378;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3803;1,832;1,285;1,831;0,901;;0,58744402;0,666095675;;0,58744402;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3804;1,859;1,491;1,985;1,196;;0,718285965;0,848780985;;0,718285965;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3805;1,924;1,554;2,224;1,255;;0,725886835;0,841646205;;0,725886835;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3806;2,2;1,72;2,662;1,345;;0,691287413;0,824195402;;0,691287413;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3807;2,819;1,837;3,216;1,197;;0,526042848;0,667521436;;0,526042848;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3808;1,613;1,193;1,3;0,882;;0,636076154;0,773882175;;0,636076154;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3809;1,989;1,489;1,939;1,115;;0,647723825;0,800508058;;0,647723825;0,875;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3810;1,776;1,491;1,831;1,252;;0,769222578;0,925056275;;0,769222578;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3811;1,741;1,404;1,801;1,132;;0,724189969;0,84368162;;0,724189969;0,875;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3812;1,754;1,316;1,57;0,987;;0,649889395;0,788011151;;0,649889395;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3813;1,193;0,916;0,793;0,703;;0,672794674;0,789794145;;0,672794674;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3814;1,417;0,965;1,031;0,657;;0,561999844;0,647225238;;0,561999844;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3815;1,961;1,648;1,924;1,385;;0,770405581;0,998468314;;0,770405581;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3816;1,73;1,404;1,731;1,139;;0,731107951;0,866043245;;0,731107951;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3817;1,748;1,404;1,685;1,128;;0,719844216;0,868746033;;0,719844216;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3818;1,632;1,404;1,6;1,208;;0,797940356;0,954891593;;0,797940356;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3819;1,499;1,29;1,339;1,11;;0,798329387;0,959373016;;0,798329387;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3820;2,754;1,467;2,993;0,781;;0,388775839;0,451692556;;0,388775839;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3821;1,806;1,14;1,6;0,72;;0,501511225;0,568894802;;0,501511225;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3822;1,655;1,369;1,516;1,132;;0,752329645;0,919727765;;0,752329645;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3823;1,894;1,491;2,124;1,174;;0,698467983;0,805374836;;0,698467983;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3824;1,099;0,852;0,6;0,661;;0,682594608;0,852718867;;0,682594608;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3825;2,458;1,85;3,07;1,392;;0,65295729;0,794680197;;0,65295729;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3826;2,053;1,14;1,831;0,633;;0,413784152;0,467817626;;0,413784152;0,875;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3827;1,774;1,509;1,739;1,284;;0,784518946;0,973363537;;0,784518946;0,875;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3828;2,136;1,489;2,255;1,038;;0,582023036;0,691217737;;0,582023036;0,875;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3829;2,493;1,873;3,101;1,407;;0,65121328;0,799102323;;0,65121328;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3830;1,825;1,491;2,001;1,218;;0,738451815;0,861130306;;0,738451815;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3831;1,875;1,404;1,816;1,051;;0,647960831;0,780144447;;0,647960831;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3832;1,808;1,491;1,816;1,23;;0,74889137;0,912428703;;0,74889137;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3833;1,932;1,519;1,908;1,194;;0,697149592;0,864607982;;0,697149592;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3834;2,444;1,864;3,17;1,422;;0,666065685;0,798474375;;0,666065685;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3835;1,655;1,316;1,508;1,046;;0,709066286;0,852144234;;0,709066286;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3836;2,362;1,436;2,301;0,873;;0,47403654;0,575533592;;0,47403654;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3837;2,276;1,388;2,001;0,846;;0,476239938;0,598388351;;0,476239938;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3838;1,339;1,14;1,123;0,971;;0,785572752;0,915881417;;0,785572752;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3839;1,685;1,491;1,777;1,319;;0,832370361;0,989718453;;0,832370361;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3840;1,898;1,667;2,201;1,464;;0,823112293;0,986881415;;0,823112293;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3841;2,362;1,404;2,547;0,835;;0,458279913;0,522925536;;0,458279913;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3842;2,019;1,404;1,962;0,976;;0,579890753;0,697025064;;0,579890753;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3843;1,754;1,483;1,816;1,254;;0,777440826;0,930453751;;0,777440826;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3844;2,046;1,567;2,008;1,2;;0,670262698;0,846935836;;0,670262698;0,875;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3845;1,532;1,14;1,316;0,848;;0,641902592;0,739474143;;0,641902592;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3846;1,532;1,404;1,508;1,287;;0,877329058;1,047791279;;0,877329058;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3847;1,748;1,607;1,762;1,477;;0,881478396;1,112980033;;0,881478396;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3848;2,092;1,579;2,262;1,192;;0,655738488;0,792421553;;0,655738488;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3849;1,534;0,982;1;0,629;;0,512187756;0,628633638;;0,512187756;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3850;2,439;1,549;2,655;0,984;;0,506126907;0,603752264;;0,506126907;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3851;2,15;1,277;2,078;0,758;;0,457750319;0,526163313;;0,457750319;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3852;1,648;1,334;1,385;1,08;;0,728279245;0,917549631;;0,728279245;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3853;1,532;1,228;1,347;0,984;;0,717644569;0,848113879;;0,717644569;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3854;1,776;1,303;1,6;0,956;;0,628423159;0,755763439;;0,628423159;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3855;3,051;1,667;3,532;0,911;;0,403868599;0,484639318;;0,403868599;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3856;1,877;0,903;1,239;0,434;;0,333683872;0,390279352;;0,333683872;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3857;1,971;0,974;1,323;0,481;;0,34738295;0,418457511;;0,34738295;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3858;1,832;1,342;1,801;0,983;;0,626961062;0,73252543;;0,626961062;0,875;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3859;2,303;1,93;3,309;1,617;;0,767176086;0,889144398;;0,767176086;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3860;2,109;1,389;1,954;0,915;;0,534488664;0,654433665;;0,534488664;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3861;2,277;1,295;1,862;0,737;;0,42890401;0,539742564;;0,42890401;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3862;1,989;1,427;1,924;1,024;;0,607692372;0,738092223;;0,607692372;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3863;1,18;0,902;0,654;0,689;;0,668323597;0,852593846;;0,668323597;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3864;2,281;1,467;2,031;0,943;;0,515771384;0,662033522;;0,515771384;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3865;1,61;1,316;1,531;1,076;;0,739000989;0,869357304;;0,739000989;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3866;2,002;1,228;1,762;0,753;;0,480398276;0,567452754;;0,480398276;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3867;1,754;1,249;1,447;0,889;;0,600895946;0,739368633;;0,600895946;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3868;1,926;1,665;2,17;1,439;;0,803779513;0,977107453;;0,803779513;0,875;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3869;2,004;1,404;1,985;0,984;;0,58641367;0,698162058;;0,58641367;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3870;3,104;2,155;4,017;1,496;;0,578479992;0,746486436;;0,578479992;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3871;1,808;1,404;1,693;1,09;;0,684310214;0,837929172;;0,684310214;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3872;1,89;1,518;1,908;1,219;;0,719805152;0,882658187;;0,719805152;0,875;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3873;1,971;1,404;1,754;1;;0,601202427;0,755149252;;0,601202427;0,935;fragment;;
Center North Atlantic Gyre;25;1mm (FS rest);3874;1,552;0,891;0,962;0,512;;0,434989707;0,521526229;;0,434989707;0,875;fragment;;
Center North Atlantic Gyre;25;0.5mm;3875;1,973;1,211;1,78;0,743294982;;0,480867678;0,557123143;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3876;1,272;1,132;1,019;1,007408805;;0,839535323;0,997972675;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3877;1,272;1,02;0,894;0,817924528;;0,718074642;0,865056498;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3878;1,316;0,88;0,697;0,588449848;;0,546814691;0,704844095;;;na;fragment;undetermined;
Center North Atlantic Gyre;25;0.5mm;3879;1,882;1,285;1,722;0,87737779;;0,564189842;0,668605681;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3880;1,451;1,024;0,97;0,722657478;;0,59285545;0,733747499;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3881;1,193;1,067;0,865;0,954307628;;0,845835607;1,026077918;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3882;1,385;1,132;1,095;0,925215884;;0,738915846;0,8841705;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3883;1,143;0,97;0,717;0,0086;;0,008167506;0,010156378;;;0,935;film;PE;
Center North Atlantic Gyre;25;0.5mm;3884;1,868;1,401;1,777;1,05075;;0,649519053;0,788234945;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3885;1,305;0,918;0,804;0,645765517;;0,589994896;0,720189568;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3886;1,671;1,024;1,208;0,627514063;;0,479717167;0,570939376;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3887;1,898;1,127;1,618;0,669193361;;0,457553163;0,526092809;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3888;2,472;1,401;2,117;0,0086;;0,004621204;0,005910688;;;0,935;film;PE;
Center North Atlantic Gyre;25;0.5mm;3889;2,458;1,506;2,431;0,0086;;0,004469871;0,005515768;;;0,935;film;PE;
Center North Atlantic Gyre;25;0.5mm;3890;1,782;1,234;1,525;0,0086;;0,005799453;0,006964076;;;0,935;film;PE;
Center North Atlantic Gyre;25;0.5mm;3891;1,305;0,915;0,915;0,641551724;;0,587105128;0,670688916;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3892;3,402;1,306;2,599;0,0086;;0,004079996;0,00533452;;;0,935;film;PE;
Center North Atlantic Gyre;25;0.5mm;3893;2,933;1,301;2,5;0,0086;;0,004402545;0,005439118;;;0,935;film;PE;
Center North Atlantic Gyre;25;0.5mm;3894;2,377;1,41;2,149;0,836390408;;0,456861852;0,570546224;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3895;1,794;1,298;1,615;0,0086;;0,005635726;0,006767249;;;0,935;film;PE;
Center North Atlantic Gyre;25;0.5mm;3896;1,363;1,061;0,987;0,0086;;0,007151429;0,008656451;;;0,935;film;PE;
Center North Atlantic Gyre;25;0.5mm;3897;1,521;1,132;1,159;0,842487837;;0,642060303;0,782567705;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3898;1,464;0,839;0,851;0,480820355;;0,433841733;0,521216391;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3899;1,914;0,988;1,44;0,51000209;;0,370870694;0,425001742;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3900;2,654;1,419;2,358;0,0086;;0,004431562;0,005600497;;;0,935;film;PE;
Center North Atlantic Gyre;25;0.5mm;3901;1,791;1,3;1,719;0,943606924;;0,618403088;0,71970278;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3902;1,596;1,399;1,429;1,226316416;;0,820686409;1,025856058;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3903;1,571;0,939;1,109;0,56124825;;0,462098023;0,532953387;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3904;0,971;0,682;0,468;0,479015448;;0,588637217;0,700207233;;;0,875;fragment;PP;
Center North Atlantic Gyre;25;0.5mm;3905;2,302;0,992;1,864;0,427482189;;0,282884746;0,313108654;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3906;1,231;1,052;0,877;0,899028432;;0,79001717;0,960005298;;;0,875;fragment;PP;
Center North Atlantic Gyre;25;0.5mm;3907;2,184;1,192;2,076;0,650578755;;0,403213841;0,451529576;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3908;1,046;0,808;0,607;0,624152964;;0,678921425;0,801118372;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3909;1,617;0,883;0,836;0,482182437;;0,403530184;0,527361291;;;0,875;fragment;PP;
Center North Atlantic Gyre;25;0.5mm;3910;1,466;1,239;1,286;1,047149386;;0,776973138;0,92339636;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3911;1,639;1,23;1,292;0,923062843;;0,650113578;0,81208224;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3912;2,079;1,563;2,126;1,175069264;;0,651863603;0,805901263;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3913;1,339;0,759;0,741;0,0086;;0,008530751;0,009990549;;;0,935;film;PE;
Center North Atlantic Gyre;25;0.5mm;3914;1,541;0,787;0,862;0,401926671;;0,364970818;0,432905589;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3915;1,152;0,887;0,767;0,682959201;;0,675626555;0,779824865;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3916;1,183;0,835;0,636;0,589370245;;0,592997137;0,739025882;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3917;1,544;0,653;0,7;0,276171632;;0,27504188;0,330088236;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3918;1,316;0,991;0,935;0,746262158;;0,653471495;0,771765951;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3919;1,877;1,166;1,548;0,724323921;;0,489611282;0,582166687;;;0,875;fragment;PP;
Center North Atlantic Gyre;25;0.5mm;3920;1,263;1,006;0,915;0,801295329;;0,710872879;0,837687556;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3921;1,285;0,857;0,758;0,571555642;;0,544648788;0,656483649;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3922;2,406;1,193;1,908;0,591541563;;0,349154168;0,428248726;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3923;2,18;1,109;1,588;0,564165596;;0,362837845;0,447694078;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3924;3,753;1,467;4,135;0,573431655;;0,244386563;0,281996622;;;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3925;1,789;1,358;1,35;1,031;;0,661354243;0,887201597;;0,661354243;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3926;1,466;1,25;1,18;1,066;;0,787343169;0,981171787;;0,787343169;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3927;2,319;1,364;1,875;0,802;;0,451097513;0,585905205;;0,451097513;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3928;1,335;0,864;1,01;0,559;;0,520653408;0,556397964;;0,520653408;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3929;1,718;1,136;1,403;0,751;;0,537690988;0,634168502;;0,537690988;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3930;1,557;0,795;0,983;0,406;;0,364852876;0,409419842;;0,364852876;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3931;1,627;1,023;1,259;0,643;;0,498576863;0,573258957;;0,498576863;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3932;2,944;0,755;2,308;0,194;;0,129871459;0,127449517;;0,129871459;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3933;1,239;1,25;0,747;1,261;;1,013346706;1,459111293;;1,013346706;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3934;1,435;0,682;1,259;0,324;;0,327641353;0,288871026;;0,327641353;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3935;1,217;1,25;0,616;1,284;;1,040948281;1,635833477;;1,040948281;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3936;1,195;1,023;0,813;0,876;;0,792066404;0,971265783;;0,792066404;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3937;1,239;0,795;0,787;0,51;;0,513977057;0,575010248;;0,513977057;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3938;1,28;0,909;0,852;0,646;;0,598454133;0,699355508;;0,598454133;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3939;2,064;1,004;1,665;0,488;;0,339262634;0,378486692;;0,339262634;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3940;1,08;1,079;0,642;1,078;;0,998611433;1,345400609;;0,998611433;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3941;1,34;0,964;0,682;0,694;;0,610180541;0,83976367;;0,610180541;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3942;0,944;0,643;0,302;0,438;;0,562158094;0,79697827;;0,562158094;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3943;1,168;0,568;0,629;0,276;;0,339123776;0,348279976;;0,339123776;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3944;1,08;1,023;0,695;0,969;;0,921887269;1,162345155;;0,921887269;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3945;1,08;1,364;0,59;1,723;;1,4193383;2,24274026;;1,4193383;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3946;0,985;1,136;0,524;1,31;;1,238548881;1,80990087;;1,238548881;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3947;2,769;1,078;2,635;0,42;;0,242909057;0,258537923;;0,242909057;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3948;2,223;1,364;1,639;0,837;;0,480631645;0,653732086;;0,480631645;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3949;2,139;1,136;1,98;0,603;;0,387035962;0,428759033;;0,387035962;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3950;1,895;1,023;0,97;0,552;;0,396642849;0,560733091;;0,396642849;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3951;1,239;1,227;0,826;1,215;;0,985507388;1,336988881;;0,985507388;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3952;1,416;1,495;1,075;1,578;;1,084843045;1,522351361;;1,084843045;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3953;1,195;1,28;0,695;1,371;;1,108569936;1,644597523;;1,108569936;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3954;1,379;1,321;0,944;1,265;;0,937578904;1,302432941;;0,937578904;na;fragment;undetermined;
Center North Atlantic Gyre;25;0.5mm;3955;1,595;1,136;1,337;0,809;;0,601071956;0,699729642;;0,601071956;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3956;1,651;1,25;0,905;0,946;;0,658786073;0,994829519;;0,658786073;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3957;2,335;1,136;1,94;0,553;;0,339341652;0,396797487;;0,339341652;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3958;1,145;1,25;0,656;1,365;;1,140661516;1,684855344;;1,140661516;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3959;0,978;1,527;0,459;2,384;;1,950968572;3,519110279;;1,950968572;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3960;1,667;0,909;0,996;0,496;;0,402663649;0,496663789;;0,402663649;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3961;2,391;1,25;2,019;0,653;;0,378003356;0,459909405;;0,378003356;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3962;1,466;1,045;0,865;0,745;;0,601829512;0,800922615;;0,601829512;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3963;1,398;1,364;1,141;1,331;;0,963742027;1,245887266;;0,963742027;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3964;1,448;0,994;1,088;0,682;;0,568756973;0,654168698;;0,568756973;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3965;1,97;1,136;1,141;0,655;;0,437893156;0,613264202;;0,437893156;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3966;2,319;1,364;1,691;0,802;;0,451097513;0,616958836;;0,451097513;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3967;2,13;0,909;1,77;0,388;;0,278789504;0,29158255;;0,278789504;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3968;1,179;0,993;0,59;0,836;;0,772953139;1,08882651;;0,772953139;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3969;1,97;1,053;1,94;0,563;;0,390789798;0,404100745;;0,390789798;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3970;2,25;1,136;1,862;0,574;;0,358751495;0,420324114;;0,358751495;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3971;1,457;1,364;0,918;1,277;;0,905799815;1,332747413;;0,905799815;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3972;1,056;1,43;0,629;1,936;;1,575825699;2,441646763;;1,575825699;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3973;0,923;0,964;0,341;1,007;;1,067365102;1,724150519;;1,067365102;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3974;1,168;1,023;0,708;0,896;;0,81968915;1,06485824;;0,81968915;0,935;fragment;PE;
Center North Atlantic Gyre;25;0.5mm;3975;1,878;1,136;1,547;0,687;;0,470461528;0,552479182;;0,470461528;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3976;1,195;1,136;0,747;1,08;;0,9268632;1,249477548;;0,9268632;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3977;1,957;1,16;1,141;0,688;;0,456352827;0,643698253;;0,456352827;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3978;1,08;1,322;0,42;1,618;;1,354289619;2,496976814;;1,354289619;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3979;1,691;1,023;1,377;0,619;;0,470541615;0,527400685;;0,470541615;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3980;1,233;1,023;0,682;0,849;;0,755733781;1,027770158;;0,755733781;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3981;1,888;1,023;1,508;0,554;;0,398850798;0,451386542;;0,398850798;0,935;fragment;;
