current;S;L(cat);N;L (mm);W (mm);A (mm);H (mm);H(>5mm);CSF (LxW);CSF (A);CSF(>5mm);CSF(LxW+5mm));D;category;PT;
Center North Atlantic Gyre;23;1mm (FS);999;2,353;2,013;3,414;1,722128772;;0,791284706;0,932038526;;0,858366262;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1000;3,516;2,252;4,947;1,442407281;;0,5126008;0,648510408;;0,420677677;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1001;3,031;2,308;4,87;1,757460904;;0,664469119;0,796381554;;0,525570625;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1002;2,987;1,726;3,651;0,997347171;;0,439246544;0,521963871;;0,839264794;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1003;5,108;1,754;7,219;0,602293657;;0,201218566;0,224166014;;0,773165481;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1004;1,923;1,494;2,03;1,160705148;;0,684789306;0,814655308;;0,532462265;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1005;3,683;2,495;6,562;1,690204996;;0,55757494;0,659813608;;0,660860845;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1006;3,508;1,71;4,615;0,833551881;;0,340333569;0,388013453;;0,507053555;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1007;4,371;2,679;8,308;1,641967742;;0,479830512;0,569660854;;0,234286622;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1008;2,862;1,878;3,396;1,232314465;;0,531543654;0,668709827;;0,81214831;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1009;3,99;2,375;5,994;1,413690476;;0,459236161;0,577425505;;0,636828403;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1010;3,28;2,132;4,941;1,3858;;0,524046754;0,623437799;;0,393758268;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1011;2,463;2,077;3,491;1,751493707;;0,774387131;0,937418795;;0,528756615;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1012;2,295;1,846;3,243;1,484843573;;0,721395635;0,824531457;;0,591366427;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1013;2,093;1,354;2,089;0,875927377;;0,520324354;0,606036638;;0,470901226;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1014;3,515;2,555;5,675;1,857190612;;0,619724068;0,779603081;;0,503976854;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1015;2,739;2,23;4,408;1,815589631;;0,734630992;0,864762605;;0,835758301;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1016;3,483;2,523;6;1,827599483;;0,616517863;0,746114365;;0,691749576;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1017;3,76;2,431;5,627;1,571744947;;0,519871095;0,662588075;;0,592993818;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1018;3,063;1,596;3,284;0,831608227;;0,376122085;0,458899097;;0,593706422;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1019;2,787;2,168;4,343;1,686481521;;0,686093751;0,809257387;;0,730154188;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1020;2,8;1,668;3,544;0,993651429;;0,459787354;0,527821656;;0,653800339;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1021;2,477;2,173;3,692;1,906309649;;0,821675958;0,992116334;;0,564709196;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (FS);1022;4,248;2,121;6,16;1,059;;0,352804601;0,426684113;;0,352804601;0,875;fragment;PP;
Center North Atlantic Gyre;23;1mm (FS);1023;3,212;1,484;3,379;0,686;;0,314041864;0,372990843;;0,314041864;0,875;fragment;PP;
Center North Atlantic Gyre;23;1mm (FS);1024;2,633;1,812;3,71;1,247;;0,57090126;0,647408762;;0,57090126;0,875;fragment;PP;
Center North Atlantic Gyre;23;1mm (FS);1025;4,46;2,119;7,899;1,007;;0,327487062;0,358212715;;0,327487062;0,875;fragment;PP;
Center North Atlantic Gyre;23;1mm (FS);1026;3,414;1,765;4,278;0,912;;0,371725017;0,441169533;;0,371725017;0,875;fragment;PP;
Center North Atlantic Gyre;23;1mm (FS);1027;7,22;1,269;6,621;0,223;;0,073686281;0,086681068;;0,073686281;0,875;fragment;PP;
Center North Atlantic Gyre;23;1mm (rest);1028;1,749;1,343;1,466;1,031;;0,672867117;0,851716833;;0,672867117;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1029;1,709;1,343;1,378;1,055;;0,696627998;0,899053123;;0,696627998;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1030;1,353;0,784;0,852;0,454;;0,44109019;0,492169313;;0,44109019;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1031;1,455;0,879;0,84;0,531;;0,469557544;0,579395495;;0,469557544;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1032;2,854;2,015;3,596;1,423;;0,593241634;0,750215945;;0,593241634;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1033;2,239;1,518;2,368;1,029;;0,558247153;0,668803598;;0,558247153;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1034;1,808;1,119;1,341;0,693;;0,486908651;0,598063582;;0,486908651;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1035;1,46;1,119;1,14;0,858;;0,670989688;0,803257689;;0,670989688;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1036;2,058;1,779;2,343;1,538;;0,803703513;1,004662938;;0,803703513;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1037;2,611;1,772;2,97;1,203;;0,559094563;0,697818275;;0,559094563;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1038;1,614;1,336;1,416;1,106;;0,753103024;0,929346696;;0,753103024;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1039;1,705;1,231;1,403;0,889;;0,613480135;0,750348273;;0,613480135;na;fragment;undetermined;
Center North Atlantic Gyre;23;1mm (rest);1040;1,749;1,381;1,667;1,09;;0,701626209;0,844558521;;0,701626209;0,875;fragment;PP;
Center North Atlantic Gyre;23;1mm (rest);1041;1,276;1,119;0,965;0,981;;0,821238154;0,998954809;;0,821238154;na;fragment;undetermined;
Center North Atlantic Gyre;23;1mm (rest);1042;1,906;1,302;1,428;0,889;;0,564588635;0,744277634;;0,564588635;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1043;1,752;1,343;1,629;1,029;;0,671139602;0,806598447;;0,671139602;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1044;2,485;1,231;2,105;0,61;;0,348656278;0,420304135;;0,348656278;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1045;1,876;1,343;1,842;0,961;;0,605710034;0,708393191;;0,605710034;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1046;1,808;1,231;1,704;0,838;;0,561809968;0,642070748;;0,561809968;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1047;1,77;1,343;1,754;1,019;;0,660927952;0,769420874;;0,660927952;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1048;3,004;1,407;2,807;0,659;;0,320546658;0,393339046;;0,320546658;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1049;1,305;1,119;0,927;0,96;;0,794016198;0,996574555;;0,794016198;1,07;fragment;PS;
Center North Atlantic Gyre;23;1mm (rest);1050;1,276;1,007;0,952;0,795;;0,701080995;0,814497569;;0,701080995;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1051;3,323;1,91;4,198;1,098;;0,435767201;0,535815381;;0,435767201;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1052;1,653;1,346;1,541;1,096;;0,734781663;0,882909006;;0,734781663;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1053;2,361;1,452;2,256;0,893;;0,482287431;0,594521682;;0,482287431;1,07;fragment;PS;
Center North Atlantic Gyre;23;1mm (rest);1054;1,805;1,343;1,566;0,999;;0,641797779;0,798507391;;0,641797779;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1055;1,603;0,896;1,103;0,501;;0,417889762;0,476864223;;0,417889762;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1056;2,353;1,567;2,205;1,044;;0,543463778;0,702767662;;0,543463778;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1057;2,103;1,679;2,506;1,34;;0,713373767;0,846781939;;0,713373767;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1058;2,222;1,653;2,281;1,23;;0,641642613;0,814214833;;0,641642613;na;fragment;undetermined;
Center North Atlantic Gyre;23;1mm (rest);1059;2,799;2,239;3,509;1,791;;0,715445889;0,956122646;;0,715445889;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1060;2,264;1,231;1,792;0,669;;0,400933593;0,500000779;;0,400933593;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1061;2,173;1,45;2,08;0,968;;0,545082719;0,670879638;;0,545082719;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1062;2,308;1,222;1,817;0,647;;0,385259274;0,479986634;;0,385259274;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1063;1,712;1,059;1,291;0,655;;0,486506111;0,576534152;;0,486506111;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1064;1,664;1,343;1,591;1,084;;0,725076845;0,859337202;;0,725076845;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1065;2,153;1,504;2,068;1,051;;0,583855949;0,730594461;;0,583855949;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1066;1,913;1,412;1,855;1,042;;0,634131884;0,765213224;;0,634131884;0,875;fragment;PP;
Center North Atlantic Gyre;23;1mm (rest);1067;1,836;1,343;1,491;0,982;;0,625611904;0,80452682;;0,625611904;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1068;1,709;1,455;1,642;1,239;;0,78556368;0,96671253;;0,78556368;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1069;1,863;1,343;1,792;0,968;;0,612061041;0,723219567;;0,612061041;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1070;2,964;1,343;2,982;0,609;;0,304997809;0,352387104;;0,304997809;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1071;1,808;1,455;1,729;1,171;;0,721932928;0,890492085;;0,721932928;0,935;fragment;PE;
Center North Atlantic Gyre;23;1mm (rest);1072;4,166;0,83;3,496;0,83;;0,244968573;0,133707047;;0,244968573;na;line;*PE;
Center North Atlantic Gyre;23;1mm (rest);1073;8,088;0,83;3,621;0,83;;0,175812372;0,131378938;;0,175812372;0,935;line;PE;
Center North Atlantic Gyre;23;1mm (rest);1074;7,737;0,83;2,97;0,83;;0,179756129;0,145064713;;0,179756129;na;line;undetermined;
Center North Atlantic Gyre;23;1mm (rest);1075;2,91;1,319;1,917;0,598;;0,305160073;0,431802891;;0,305160073;na;fragment;undetermined;
Center North Atlantic Gyre;23;1mm (rest);1076;3,122;1,525;3,559;0,009;;0,003941369;0,004558631;;0,003941369;0,935;film;PE;
Center North Atlantic Gyre;23;1mm (rest);1077;3,486;2,097;5,025;0,009;;0,003180794;0,003836458;;0,003180794;1,07;film;PS;
Center North Atlantic Gyre;23;1mm (rest);1078;2,153;1,663;2,431;0,009;;0,004544963;0,005515768;;0,004544963;0,935;film;PE;
Center North Atlantic Gyre;23;1mm (rest);1079;2,957;2,137;4,01;0,009;;0,003421137;0,004294635;;0,003421137;0,935;film;PE;
Center North Atlantic Gyre;23;1mm (rest);1080;2,455;1,791;2,87;0,009;;0,004101332;0,005076419;;0,004101332;0,935;film;PE;
Center North Atlantic Gyre;23;1mm (rest);1081;3,184;1,529;2,957;0,009;;0,003897698;0,005001183;;0,003897698;0,935;film;PE;
Center North Atlantic Gyre;23;1mm (rest);1082;3,223;2,44;4,774;0,009;;0,003066715;0,00393602;;0,003066715;0,935;film;PE;
Center North Atlantic Gyre;23;1mm (rest);1083;2,661;1,979;3,559;0,009;;0,003747599;0,004558631;;0,003747599;0,935;film;PE;
Center North Atlantic Gyre;23;1mm (rest);1084;3,412;1,914;4,173;0,009;;0,003365294;0,004209924;;0,003365294;0,935;film;PE;
Center North Atlantic Gyre;23;1mm (rest);1085;3,513;1,922;3,722;0,009;;0,003309655;0,004457694;;0,003309655;0,935;film;PE;
Center North Atlantic Gyre;23;1mm (rest);1086;2,825;2,015;3,722;0,009;;0,003604555;0,004457694;;0,003604555;0,935;film;PE;
Center North Atlantic Gyre;23;1mm (rest);1087;4,116;2,408;6,779;0,009;;0,002731697;0,003303054;;0,002731697;0,935;film;PE;
Center North Atlantic Gyre;23;1mm (rest);1088;2,208;1,709;2,481;0,009;;0,004427187;0,005459905;;0,004427187;0,935;film;PE;
Center North Atlantic Gyre;23;1mm (rest);1089;1,846;1,222;1,491;0,009;;0,005725943;0,007043031;;0,005725943;0,935;film;PE;
Center North Atlantic Gyre;23;0.5mm;1090;1,718;1,178;1.309;0,808;;0,567784061;0,022325315;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1091;1,495;0,850;0,916;0,483;;0,428712947;0,504950634;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1092;1,269;1,129;1.000;1,004;;0,83916716;1,004445232;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1093;1,734;1,042;1.251;foutje;;;;;;0,935;fragment ;PE;
Center North Atlantic Gyre;23;0.5mm;1094;1,563;1,178;1.289;0,888;;0,654303839;0,781997103;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1095;1,089;0,773;0,598;0,549;;0,598036128;0,709545935;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1096;1,494;0,765;0,731;0,009;;0,008044377;0,010058652;;;0,935;film;PE;
Center North Atlantic Gyre;23;0.5mm;1097;1,468;0,917;0,902;foutje;;;;;;0,935;film ;PE;
Center North Atlantic Gyre;23;0.5mm;1098;0,991;0,753;0,558;0,572;;0,662341523;0,765947845;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1099;1,907;1,350;1.610;foutje;;;;;;0,935;fragment ;PE;
Center North Atlantic Gyre;23;0.5mm;1100;2,517;0,536;1,029;0,830;;0,215236542;0,246451985;;;0,875;line;PP;
Center North Atlantic Gyre;23;0.5mm;1101;1,241;0,968;0,763;0,755;;0,688898698;0,864403793;;;na;fragment;undetermined;
Center North Atlantic Gyre;23;0.5mm;1102;1,398;1,074;1,116;0,825;;0,673357443;0,781032838;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1103;1,829;1,192;1,543;0,777;;0,526130919;0,62539707;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1104;2,438;1,217;2,185;0,608;;0,352683641;0,410980991;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1105;3,291;0,745;1,720;0,830;;0,159660664;0,190623213;;;0,935;line;PE;
Center North Atlantic Gyre;23;0.5mm;1106;1,919;1,455;1,772;1,103;;0,660209893;0,828741626;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1107;1,274;0,991;0,890;0,771;;0,686050902;0,817114425;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1108;1,641;1,407;1,656;1,206;;0,793922801;0,93745288;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1109;2,091;0,914;1,382;0,400;;0,288993613;0,339847702;;;0,875;fragment;PP;
Center North Atlantic Gyre;23;0.5mm;1110;1,462;1,086;1,035;0,009;;0,006825113;0,008453339;;;0,935;film;PE;
Center North Atlantic Gyre;23;0.5mm;1111;1,905;1,210;1,627;0,769;;0,506215671;0,602534591;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1112;1,119;0,699;0,572;0,437;;0,493708533;0,577332825;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1113;1,819;1,672;2,159;0,009;;0,004931329;0,005852914;;;0,935;film;PE;
Center North Atlantic Gyre;23;0.5mm;1114;1,299;0,860;0,809;0,569;;0,538683844;0,633014256;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1115;3,438;1,755;2,642;0,830;;0,101776734;0,153806115;;;0,935;line;PE;
Center North Atlantic Gyre;23;0.5mm;1116;1,467;1,312;1,350;1,173;;0,845776437;1,009882094;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1117;0,799;0,699;0,402;0,612;;0,818268051;0,96448293;;;na;fragment;undetermined;
Center North Atlantic Gyre;23;0.5mm;1118;1,158;0,913;0,717;0,720;;0,700072998;0,850106659;;;na;fragment;undetermined;
Center North Atlantic Gyre;23;0.5mm;1119;1,721;1,216;1,454;0,859;;0,593921513;0,712531513;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1120;1,521;1,183;1,358;0,920;;0,685935525;0,789569548;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1121;1,688;1,290;1,549;foutje;;;;;;0,935;film ;PE;
Center North Atlantic Gyre;23;0.5mm;1122;1,667;1,183;1,332;0,840;;0,597824511;0,727414204;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1123;2,108;1,075;1,569;0,548;;0,364172197;0,437657979;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1124;1,731;1,162;1,523;0,780;;0,550001141;0,632070085;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1125;2,103;1,235;1,815;0,725;;0,450030064;0,5383396;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1126;2,890;0,920;1,497;0,830;;0,153319422;0,204328576;;;0,935;line;PE;
Center North Atlantic Gyre;23;0.5mm;1127;1,301;0,702;0,621;foutje;;;;;;na;film  ;undetermined;
Center North Atlantic Gyre;23;0.5mm;1128;1,448;0,977;0,960;0,659;;0,554228689;0,672798399;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1129;2,228;1,260;2,095;0,713;;0,425287911;0,492304596;;;0,875;fragment;PP;
Center North Atlantic Gyre;23;0.5mm;1130;1,522;1,216;1,332;0,972;;0,714131819;0,841783454;;;0,875;fragment;PP;
Center North Atlantic Gyre;23;0.5mm;1131;1,500;1,236;1,367;1,018;;0,747981433;0,871086785;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1132;0,840;0,731;0,431;0,636;;0,811815121;0,968984506;;;na;fragment;*PEP;
Center North Atlantic Gyre;23;0.5mm;1133;1,567;0,822;0,882;0,009;;0,007577537;0,009157231;;;0,935;film;PE;
Center North Atlantic Gyre;23;0.5mm;1134;1,613;0,950;1,072;0,560;;0,451995235;0,540400137;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1135;1,059;0,760;0,543;0,545;;0,607962019;0,740169712;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1136;1,238;1,021;0,905;0,842;;0,748958314;0,885128959;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1137;1,878;1,269;1,711;0,857;;0,555455218;0,655545215;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1138;1,856;1,184;1,572;foutje;;;;;;0,935;film ;PE;
Center North Atlantic Gyre;23;0.5mm;1139;1,552;1,211;1,318;0,945;;0,689252959;0,823073964;;;0,935;fragment;PE;
Center North Atlantic Gyre;23;0.5mm;1140;2,26;1,778;2,428;1,399;;0,697806445;0,897698982;;0,697806445;0,875;fragment;;
Center North Atlantic Gyre;23;0.5mm;1141;2,856;1,237;2,4;0,536;;0,285047506;0,345840281;;0,285047506;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1142;1,28;1,069;0,79;0,893;;0,76322327;1,004458262;;0,76322327;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1143;1,594;1,344;1,609;1,133;;0,774223639;0,893371715;;0,774223639;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1144;2,285;1,344;1,948;0,791;;0,451096644;0,566392973;;0,451096644;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1145;2,125;1,512;2,23;1,076;;0,600190732;0,720430708;;0,600190732;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1146;1,355;0,95;0,819;0,666;;0,587051856;0,735979918;;0,587051856;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1147;1,916;1,008;1,299;0,53;;0,381590489;0,46528707;;0,381590489;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1148;1,594;1,344;1,496;1,133;;0,774223639;0,926497867;;0,774223639;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1149;2,105;1,412;1,835;0,947;;0,549381328;0,699196521;;0,549381328;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1150;1,786;1,344;1,637;1,011;;0,652794853;0,79048338;;0,652794853;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1151;1,655;1,344;1,44;1,091;;0,731816009;0,909534743;;0,731816009;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1152;1,28;1,074;0,847;0,901;;0,768584227;0,979167269;;0,768584227;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1153;1,355;0,95;0,847;0,666;;0,587051856;0,723712727;;0,587051856;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1154;1,28;0,84;0,79;0,551;;0,53162326;0,620204705;;0,53162326;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1155;1,68;1,166;1,27;0,809;;0,578207743;0,718101706;;0,578207743;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1156;2,191;1,011;1,383;0,467;;0,313446314;0,3966878;;0,313446314;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1157;1,73;1,008;1,186;0,587;;0,444755824;0,539302727;;0,444755824;na;fragment;;
Center North Atlantic Gyre;23;0.5mm;1158;1,901;1,259;1,496;0,834;;0,538971027;0,681716093;;0,538971027;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1159;2,191;1,344;2,004;0,824;;0,480435772;0,582381139;;0,480435772;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1160;0,905;0,672;0,395;0,499;;0,639854223;0,79394683;;0,639854223;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1161;2,406;1,312;2,089;0,715;;0,402677458;0,494997297;;0,402677458;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1162;2,152;1,203;1,468;0,672;;0,417960308;0,555042144;;0,417960308;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1163;3,402;1,512;3,698;0,672;;0,296296296;0,349450623;;0,296296296;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1164;1,063;0,672;0,48;0,425;;0,502636489;0,613175315;;0,502636489;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1165;0,98;0,827;0,508;0,698;;0,775209615;0,9791587;;0,775209615;na;fragment;;
Center North Atlantic Gyre;23;0.5mm;1166;2,03;1,176;1,807;0,681;;0,440927236;0,506803411;;0,440927236;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1167;1,28;0,84;0,734;0,551;;0,53162326;0,643428913;;0,53162326;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1168;2,044;1,17;1,581;0,67;;0,433069357;0,532629108;;0,433069357;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1169;1,786;1,105;0,96;0,684;;0,486655051;0,697762274;;0,486655051;0,875;fragment;;
Center North Atlantic Gyre;23;0.5mm;1170;1,713;1,176;1,355;0,807;;0,568820105;0,693565741;;0,568820105;0,935;fragment;;
Center North Atlantic Gyre;23;0.5mm;1171;1,817;1,344;1,553;0,994;;0,636160225;0,797733596;;0,636160225;0,935;fragment;;
