"current","sample","length","width","height_est","height_obs","category","poly_type","Two_dim","Film","Line"
"Center North Atlantic Gyre",25,1.754,0.992,0.561,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,2.113,1.805,1.542,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.439,1.138,0.9,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,2.316,1.374,0.815,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",25,1.806,1.579,1.381,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.255,1.404,0.874,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.898,1.404,1.039,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.004,1.754,1.535,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.277,1.648,1.193,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.444,1.404,0.807,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.198,1.491,1.011,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.55,1.766,1.223,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.789,1.363,1.038,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.832,1.404,1.076,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.499,1.047,0.731,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.754,1.491,1.267,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.808,1.491,1.23,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.085,1.57,1.182,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.15,1.228,0.701,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.362,1.489,0.939,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.242,1.719,1.318,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.85,1.359,0.998,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.552,1.295,1.081,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.167,1.923,1.706,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.179,1.551,1.104,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.019,1.544,1.181,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.808,1.606,1.427,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.932,1.471,1.12,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.214,1.52,1.044,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.754,1.569,1.404,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2,1.404,0.986,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,3.664,2.141,1.251,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.948,1.36,0.949,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.12,1.761,1.463,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.386,1.842,1.422,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.534,1.316,1.129,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.898,1.504,1.192,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.948,1.737,1.549,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.281,1.682,1.24,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.861,1.404,1.059,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,3.439,1.549,0.698,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.426,1.93,1.535,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.142,1.565,1.143,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.728,1.491,1.287,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.806,1.485,1.221,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.916,1.271,0.843,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.834,1.625,0.932,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.979,1.216,0.747,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.894,1.295,0.885,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.754,1.216,0.843,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.703,1.491,1.305,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,3.193,1.795,1.009,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.046,1.404,0.963,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.632,1.228,0.924,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.221,1.566,1.104,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.832,1.256,0.861,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.248,1.404,0.877,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.236,1.332,0.793,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.894,1.237,0.808,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.865,1.427,1.092,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.883,1.659,1.462,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.472,1.502,0.913,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.562,1.9,1.409,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.979,1.053,0.56,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.832,1.14,0.709,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.004,1.491,1.109,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.142,1.427,0.951,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.832,1.285,0.901,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.859,1.491,1.196,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.924,1.554,1.255,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.2,1.72,1.345,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.819,1.837,1.197,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.613,1.193,0.882,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.989,1.489,1.115,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.776,1.491,1.252,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.741,1.404,1.132,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.754,1.316,0.987,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.193,0.916,0.703,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.417,0.965,0.657,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.961,1.648,1.385,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.73,1.404,1.139,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.748,1.404,1.128,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.632,1.404,1.208,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.499,1.29,1.11,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.754,1.467,0.781,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.806,1.14,0.72,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.655,1.369,1.132,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.894,1.491,1.174,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.099,0.852,0.661,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.458,1.85,1.392,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.053,1.14,0.633,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.774,1.509,1.284,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.136,1.489,1.038,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.493,1.873,1.407,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.825,1.491,1.218,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.875,1.404,1.051,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.808,1.491,1.23,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.932,1.519,1.194,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.444,1.864,1.422,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.655,1.316,1.046,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.362,1.436,0.873,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.276,1.388,0.846,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.339,1.14,0.971,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.685,1.491,1.319,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.898,1.667,1.464,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.362,1.404,0.835,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.019,1.404,0.976,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.754,1.483,1.254,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.046,1.567,1.2,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.532,1.14,0.848,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.532,1.404,1.287,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.748,1.607,1.477,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.092,1.579,1.192,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.534,0.982,0.629,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.439,1.549,0.984,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.15,1.277,0.758,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.648,1.334,1.08,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.532,1.228,0.984,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.776,1.303,0.956,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,3.051,1.667,0.911,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.877,0.903,0.434,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.971,0.974,0.481,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.832,1.342,0.983,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.303,1.93,1.617,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.109,1.389,0.915,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.277,1.295,0.737,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.989,1.427,1.024,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.18,0.902,0.689,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.281,1.467,0.943,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.61,1.316,1.076,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.002,1.228,0.753,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.754,1.249,0.889,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.926,1.665,1.439,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.004,1.404,0.984,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,3.104,2.155,1.496,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.808,1.404,1.09,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.89,1.518,1.219,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.971,1.404,1,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.552,0.891,0.512,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.789,1.358,1.031,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.466,1.25,1.066,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,2.319,1.364,0.802,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.335,0.864,0.559,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.718,1.136,0.751,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.557,0.795,0.406,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.627,1.023,0.643,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,2.944,0.755,0.194,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.25,1.239,1.261,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.435,0.682,0.324,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.25,1.217,1.284,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.195,1.023,0.876,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.239,0.795,0.51,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.28,0.909,0.646,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,2.064,1.004,0.488,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.08,1.079,1.078,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.34,0.964,0.694,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.168,0.568,0.276,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.08,1.023,0.969,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.364,1.08,1.723,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.136,0.985,1.31,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,2.769,1.078,0.42,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,2.223,1.364,0.837,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,2.139,1.136,0.603,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.895,1.023,0.552,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.239,1.227,1.215,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.495,1.416,1.578,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.28,1.195,1.371,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.379,1.321,1.265,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.595,1.136,0.809,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.651,1.25,0.946,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,2.335,1.136,0.553,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.25,1.145,1.365,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.527,0.978,2.384,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.667,0.909,0.496,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,2.391,1.25,0.653,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.466,1.045,0.745,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.398,1.364,1.331,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.448,0.994,0.682,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.97,1.136,0.655,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,2.319,1.364,0.802,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,2.13,0.909,0.388,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.179,0.993,0.836,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.97,1.053,0.563,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,2.25,1.136,0.574,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.457,1.364,1.277,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.43,1.056,1.936,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.168,1.023,0.896,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",25,1.878,1.136,0.687,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.195,1.136,1.08,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.957,1.16,0.688,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.322,1.08,1.618,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.691,1.023,0.619,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.233,1.023,0.849,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.888,1.023,0.554,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.169,1.086,1.258,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.204,1.145,1.266,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.493,1.228,1.01,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.748,1.136,0.738,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.667,1.226,0.902,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.457,1.136,0.886,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.064,1.483,1.066,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.205,1.145,1.268,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.466,1.25,1.066,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.364,1.306,1.425,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.255,0.978,0.424,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.34,1.017,0.772,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.97,1.136,0.655,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.136,0.985,1.31,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.95,1.009,0.522,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.654,1.416,1.932,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.557,1.045,0.701,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.34,1.136,0.963,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.667,1.213,0.883,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.179,1.017,0.877,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.404,1.056,1.867,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.319,0.909,0.356,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.34,1.293,1.248,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.435,0.795,0.44,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.448,1.103,0.84,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.627,1.25,0.96,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.448,1.009,0.703,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.384,1.28,1.184,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.25,1.145,1.365,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.448,1.25,1.079,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.435,1.366,1.3,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.466,1.25,1.066,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.54,0.909,0.537,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.792,1.271,0.901,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.536,1.279,1.065,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.379,0.909,0.599,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.536,0.909,0.538,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.398,1.22,1.065,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.306,1.249,1.194,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.789,0.884,0.437,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.145,0.855,0.638,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.364,1.08,1.723,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.402,1.024,1.92,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.435,1.023,0.729,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.179,0.909,0.701,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.878,1.209,0.778,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.25,1.08,1.447,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.239,1.118,1.009,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.42,1.056,1.909,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.335,1.25,1.17,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.398,1.25,1.118,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.828,1.023,0.37,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.536,1.078,0.757,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.145,1.023,0.914,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.651,1.136,0.782,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2,1.916,1.836,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.322,1.233,1.417,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.384,1.364,1.344,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.864,0.935,0.469,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.448,1.023,0.723,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.474,1.128,1.926,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.281,1.256,0.692,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.379,1.25,1.133,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.639,0.909,0.504,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.639,1.25,0.953,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.536,1.205,0.945,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2,1.045,0.546,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.179,1.045,0.926,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.173,1.053,0.51,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.415,1.023,0.433,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.25,1.179,1.325,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.145,1.114,1.084,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.145,0.909,0.722,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.295,1.198,1.108,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.338,1.335,1.341,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.136,1.134,1.138,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.651,1.25,0.946,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.789,1.15,0.739,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.416,1.111,0.872,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.335,1.009,0.763,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.448,0.964,0.642,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.667,1.286,0.992,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.306,1.25,1.196,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.493,1.023,0.701,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.25,1.239,1.261,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.702,1.35,1.071,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.198,0.978,1.467,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.25,1.239,1.261,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.691,1.023,0.619,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.28,1.25,1.221,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.651,1.182,0.846,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.489,0.795,0.424,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.522,1.136,0.512,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.688,1.145,2.489,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.81,1.25,0.863,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.557,1.185,0.902,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.619,1.136,0.797,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.039,0.909,0.405,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.086,1.023,0.964,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.25,1.25,0.694,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.489,1.136,0.867,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,2.003,0.909,0.413,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.295,1.023,0.808,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.233,1.136,1.047,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.217,1.159,1.104,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.435,1.136,0.899,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.364,1.335,1.394,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.398,1.25,1.118,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",25,1.81,1.472,1.197,NA,"Fragment",NA,0,0,0
