"current","sample","length","width","height_est","height_obs","category","poly_type","Two_dim","Film","Line"
"Center North Atlantic Gyre",24,5.295,4.029,3.066,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.36,3.619,2.444,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.233,3.14,2.329,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.044,4.266,3.608,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.907,3.6,2.641,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.303,3.079,1.788,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.846,3.615,2.697,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.505,3.607,2,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.181,2.442,1.151,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.096,3.292,2.646,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.457,3.292,2.432,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.429,3.024,1.684,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.01,3.065,2.343,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,4.735,2.701,1.541,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,4.944,3.807,2.931,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.473,3.678,3.024,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.634,3.904,3.289,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.996,3.433,2.949,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.061,3.094,2.357,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.708,3.186,2.737,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.909,3.277,2.747,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.149,2.598,1.311,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.772,4.186,3.672,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.274,2.791,2.379,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.061,3.368,2.793,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.428,2.674,1.615,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.327,3.536,2.89,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.851,3.202,2.662,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.473,3.257,2.372,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.839,3.745,2.898,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.452,3.372,2.554,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.907,3.518,2.095,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.14,3.837,2.864,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.909,3.274,2.742,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.35,3.888,2.826,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.212,3.528,2.955,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.111,2.839,1.961,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.933,2.624,1.396,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.304,2.912,1.97,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.745,2.792,1.643,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,4.326,3.14,2.279,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.451,2.992,2.011,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.745,3.433,2.484,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.591,2.847,2.257,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.193,3.129,2.335,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.15,2.791,1.877,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.75,2.648,1.87,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.451,2.994,2.598,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.316,3.091,2.214,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.155,3.251,2.544,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.836,2.093,0.906,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.737,2.991,2.394,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.175,3.618,3.135,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.541,2.273,1.138,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.839,2.513,1.645,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.523,3.147,2.19,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.865,2.54,1.669,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.354,3.124,2.91,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.212,2.655,1.674,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.096,2.784,2.503,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.212,2.772,1.824,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.39,2.878,2.443,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.733,2.497,1.317,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.75,2.674,1.907,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.452,2.82,1.786,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.39,2.808,2.326,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.931,1.828,0.563,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.836,2.455,1.246,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.809,2.756,1.994,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.036,2.093,1.085,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.305,2.791,2.357,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.365,3.38,2.617,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.651,2.549,1.78,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.226,3.204,2.429,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.15,3.069,2.27,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.715,2.908,2.276,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.326,2.234,1.154,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.396,2.427,1.734,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.307,2.471,1.846,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.016,2.861,2.038,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.015,2.521,1.583,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.111,2.309,1.297,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.786,2.907,2.232,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.651,2.638,1.906,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.326,2.426,1.36,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.898,2.442,1.53,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.016,2.533,1.598,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.031,2.247,1.004,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.936,2.674,1.449,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.536,2.907,2.39,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.951,3.209,2.08,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.083,2.889,2.044,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.757,3.058,2.489,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.969,3.472,3.037,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.155,2.207,1.172,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.176,2.552,2.051,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.621,3.002,2.489,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.42,2.75,2.211,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.274,2.614,2.087,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.09,2.674,2.314,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.365,2.896,1.921,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.75,2.378,1.508,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.277,2.861,2.498,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.935,3.587,3.27,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.443,3.245,2.37,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.907,2.625,1.764,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.326,2.55,1.503,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.201,2.558,1.558,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.723,2.791,2.092,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.71,2.48,1.658,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.967,2.679,1.445,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.316,3.201,2.374,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.544,4.769,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,5.149,3.492,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,5.449,2.796,0.009,NA,"Film",NA,1,1,0
"Center North Atlantic Gyre",24,8.986,3.453,0.009,NA,"Film",NA,1,1,0
"Center North Atlantic Gyre",24,6.951,3.306,0.009,NA,"Film",NA,1,1,0
"Center North Atlantic Gyre",24,5.191,2.92,0.009,NA,"Film",NA,1,1,0
"Center North Atlantic Gyre",24,3.753,2.442,0.009,NA,"Film",NA,1,1,0
"Center North Atlantic Gyre",24,4.194,2.796,1.864,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",24,3.649,3.012,2.486,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",24,3.948,3.357,0.009,NA,"Film",NA,1,1,0
"Center North Atlantic Gyre",24,4.129,2.906,2.045,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",24,2.737,1.435,0.009,NA,"Film",NA,1,1,0
"Center North Atlantic Gyre",24,2.996,1.958,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,3.374,2.843,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,2.945,2.186,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,3.616,2.214,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,2.433,2.154,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,2.396,1.782,1.325,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.392,2.013,1.195,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.824,1.846,1.207,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.243,2.264,1.581,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.649,2.512,1.729,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.221,2.397,1.784,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.376,1.661,1.161,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.603,1.923,1.421,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.376,2.077,1.816,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.552,2.818,1.43,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.177,1.769,1.437,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.557,1.85,1.338,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.222,2.17,1.461,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.959,1.891,1.208,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.371,2.17,1.397,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.821,2.116,1.172,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.048,1.725,1.453,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.52,1.81,1.3,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.139,1.469,1.009,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.155,1.586,1.167,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.462,2.092,1.264,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.124,2.692,2.32,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,1.815,1.385,1.057,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.792,2.298,1.102,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.955,1.958,1.297,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,1.961,1.744,1.551,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.172,1.31,0.79,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.101,2.035,1.335,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.289,2.491,1.887,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.715,2.284,1.404,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.477,1.754,1.242,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.477,1.786,1.288,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.054,2.362,1.827,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.048,1.513,1.118,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.187,1.781,0.995,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.912,2.03,1.415,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.414,1.846,1.412,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.2,1.692,1.301,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.561,2.413,0.887,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.481,1.953,1.537,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.54,2.018,1.603,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.326,1.873,1.508,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3,1.629,0.885,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.763,2.616,1.819,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.523,2.808,2.238,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,1.997,1.385,0.961,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.044,1.538,1.157,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.18,2.195,1.515,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.677,1.961,1.046,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.112,1.462,1.012,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.754,1.761,1.126,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.595,2.231,1.918,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.615,1.651,1.042,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.305,1.538,1.026,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.692,1.923,1.374,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.679,2.121,1.679,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.071,1.538,1.142,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.515,1.993,1.579,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.774,1.542,0.857,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.796,1.528,0.835,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.28,2.231,1.517,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.065,2.462,1.978,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.37,1.756,1.301,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.897,2.099,1.521,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.9,1.979,1.004,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.72,1.686,1.045,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.969,2.307,1.793,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.896,2.176,1.635,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.445,2.076,1.763,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.504,1.484,0.879,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.035,2.291,1.729,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.523,2.119,1.78,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.048,1.692,1.398,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.215,1.594,1.147,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.496,2.305,1.52,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.72,1.986,1.45,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.345,1.923,1.577,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.948,2.383,1.926,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.376,1.846,1.434,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,1.873,1.525,1.242,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.101,2.353,1.785,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.396,1.773,1.312,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.679,2.439,2.221,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.496,1.72,1.185,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.732,2.462,2.219,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.687,2.34,2.038,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.275,1.961,0.9,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.585,1.469,0.835,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.561,1.798,1.262,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.71,1.991,1.463,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.887,2.377,1.957,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.414,1.769,1.296,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.987,2.249,1.693,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.162,2.425,1.86,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.757,1.715,1.067,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.267,3.063,2.199,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.422,2.615,1.546,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.299,2.661,1.336,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.656,2.129,1.707,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.417,2.23,1.455,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.177,1.846,1.565,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.236,1.853,1.536,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.336,1.615,1.117,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.631,1.369,0.712,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.54,1.445,0.822,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.143,1.735,1.405,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.872,2.546,2.257,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.872,1.308,0.596,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.586,1.751,1.186,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.035,2.214,1.615,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.176,1.741,1.393,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.214,2.189,1.491,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,1.815,1.577,1.37,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.684,1.846,1.27,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.929,2,1.366,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.713,2.354,1.492,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.969,2.478,2.068,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.031,2.538,2.125,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.183,2.399,1.376,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.314,1.615,1.127,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.872,2.211,1.702,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.062,2.256,1.253,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.8,2.195,1.721,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.246,2.902,2.594,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.406,1.819,0.971,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.009,1.643,0.897,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.283,1.874,1.538,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.155,1.67,1.294,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.862,2.474,2.139,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.483,2.424,1.687,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,1.72,1.46,1.239,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.311,2.263,1.547,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.247,1.769,1.393,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,1.978,1.769,1.582,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.071,1.692,1.382,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.185,1.882,1.112,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.912,2.4,1.978,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.919,1.769,1.072,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.504,2.216,1.961,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.944,2.077,1.465,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,1.586,1.308,1.079,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.077,2.391,1.858,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.149,2.806,1.898,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.996,2.305,1.773,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.546,2.265,1.447,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.39,1.656,1.147,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.268,2.616,2.094,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.168,1.538,1.091,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,1.862,1.385,1.03,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.579,1.921,1.431,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.779,1.548,0.862,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.031,1.568,1.211,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.862,2.038,1.451,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.223,1.76,0.593,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.586,1.839,1.308,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.078,1.512,1.1,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.919,1.707,0.998,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.2,1.704,1.32,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.652,1.771,1.183,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.828,1.722,1.049,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.093,1.608,1.235,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.027,1.462,0.531,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,1.646,1.342,1.094,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.684,1.415,0.746,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.679,2.308,1.988,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.667,2.077,1.618,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.667,1.998,1.497,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.603,2.091,1.68,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.463,2.011,1.642,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.166,1.385,0.886,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.406,2.53,1.453,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.434,2.523,1.854,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.048,1.467,1.051,NA,"Fragment","PE",0,0,0
